va	rva	size	module	source	symbol
0x1400CA690	0xCA690	3	menu	original/menu.c	menu_initReconnect
0x1400CA6A0	0xCA6A0	1299	menu	original/menu.c	menu_initScoreScreen
0x1400CABC0	0xCABC0	3	menu	original/menu.c	menu_initTitleLoad
0x1400CABD0	0xCABD0	3	menu	original/menu.c	menu_initialLoad
0x1400CABE0	0xCABE0	60	menu	original/menu.c	menu_killLoadScreen
0x1400CAC20	0xCAC20	15	menu	original/menu.c	menu_levelSelect
0x1400CAC30	0xCAC30	449	menu	original/menu.c	menu_levelSelectMenu
0x1400CAE00	0xCAE00	3	menu	original/menu.c	menu_loadFrontEndArt
0x1400CAE10	0xCAE10	3	menu	original/menu.c	menu_loadGame
0x1400CAE20	0xCAE20	8	menu	original/menu.c	menu_mainExitMenu
0x1400CAE30	0xCAE30	330	menu	original/menu.c	menu_mainInitMenu
0x1400CAF80	0xCAF80	9688	menu	original/menu.c	menu_mainLoop
0x1400CD560	0xCD560	976	menu	original/menu.c	menu_mainMenu
0x1400CD930	0xCD930	104	menu	original/menu.c	menu_menuExit
0x1400CD9A0	0xCD9A0	58	menu	original/menu.c	menu_menuMusic
0x1400CD9E0	0xCD9E0	3	menu	original/menu.c	menu_mkEmptySaveGame
0x1400CD9F0	0xCD9F0	644	menu	original/menu.c	menu_nextMMV
0x1400CDC80	0xCDC80	23	menu	original/menu.c	menu_nukePrimo
0x1400CDCA0	0xCDCA0	3	menu	original/menu.c	menu_overLifeBars
0x1400BEF00	0xBEF00	117	menu	original/menu.c	menu_playerSelectCheck
0x1400CDCB0	0xCDCB0	91	menu	original/menu.c	menu_popMenu
0x1400CDD10	0xCDD10	107	menu	original/menu.c	menu_pushMenu
0x1400CDD80	0xCDD80	609	menu	original/menu.c	menu_readControl
0x1400CDFF0	0xCDFF0	1119	menu	original/menu.c	menu_redrawLoadscreen
0x1400CE450	0xCE450	3	menu	original/menu.c	menu_resetMemcardFlags
0x1400CE460	0xCE460	8	menu	original/menu.c	menu_resetSaveMenu
0x1400CE470	0xCE470	15	menu	original/menu.c	menu_restartLevel
0x1400CE480	0xCE480	165	menu	original/menu.c	menu_rotControls
0x1400CE530	0xCE530	88	menu	original/menu.c	menu_runTitleLoad
0x1400CE590	0xCE590	3	menu	original/menu.c	menu_saveGame
0x1400CE5A0	0xCE5A0	5	menu	original/menu.c	menu_saveGameTriggered
0x1400CE5B0	0xCE5B0	8	menu	original/menu.c	menu_saveMCARDError
0x1400CE5C0	0xCE5C0	8	menu	original/menu.c	menu_saveMCARDSelect
0x1400CE5D0	0xCE5D0	104	menu	original/menu.c	menu_scanAllLevels
0x1400CE640	0xCE640	8	menu	original/menu.c	menu_scanProtection
0x1400BF020	0xBF020	608	menu	original/menu.c	menu_scoreComboDraw
0x1400CE650	0xCE650	149	menu	original/menu.c	menu_scoreSmackdown
0x1400CE6F0	0xCE6F0	197	menu	original/menu.c	menu_screenSaver
0x1400CE7C0	0xCE7C0	7	menu	original/menu.c	menu_setCanShowRegisterGame
0x1400CE7D0	0xCE7D0	3	menu	original/menu.c	menu_setDrawSurface
0x1400CE7E0	0xCE7E0	108	menu	original/menu.c	menu_setNumPlayers
0x1400CE850	0xCE850	303	menu	original/menu.c	menu_setPlayer
0x1400CE980	0xCE980	13	menu	original/menu.c	menu_setPointSeek
0x1400CE990	0xCE990	256	menu	original/menu.c	menu_setScoreMode
0x1400CEA90	0xCEA90	25	menu	original/menu.c	menu_setShockOption
0x1400CEAB0	0xCEAB0	497	menu	original/menu.c	menu_showCouncil
0x1400CECB0	0xCECB0	3	menu	original/menu.c	menu_showGameMode
0x1400CECC0	0xCECC0	3	menu	original/menu.c	menu_showSaves
0x1400CECD0	0xCECD0	18	menu	original/menu.c	menu_showVRAMBackground
0x1400CECF0	0xCECF0	573	menu	original/menu.c	menu_slideco
0x1400CEF30	0xCEF30	282	menu	original/menu.c	menu_slideco_a
0x1400CF050	0xCF050	42	menu	original/menu.c	menu_sound
0x1400CF080	0xCF080	246	menu	original/menu.c	menu_specialMess
0x1400CF180	0xCF180	49	menu	original/menu.c	menu_startAcceptDecline
0x1400CF1C0	0xCF1C0	62	menu	original/menu.c	menu_startTraining
0x1400CF200	0xCF200	16	menu	original/menu.c	menu_tempClearTrigger
0x1400CF210	0xCF210	34	menu	original/menu.c	menu_triggerMovie
0x1400BF290	0xBF290	13	menu	original/menu.c	menu_ultimate
0x1400CF240	0xCF240	4976	menu	original/menu.c	menu_winLoadTextures
0x1400D05B0	0xD05B0	375	menu	original/menu.c	menu_writexainfo
0x1400D0730	0xD0730	141	menu	original/menu.c	mmDecVar
0x1400D07C0	0xD07C0	86	menu	original/menu.c	mmDraw
0x1400D0820	0xD0820	3	menu	original/menu.c	mmDrawCard
0x1400D0830	0xD0830	1003	menu	original/menu.c	mmDrawItem
0x1400D0C20	0xD0C20	3	menu	original/menu.c	mmDrawMisc
0x1400D0C30	0xD0C30	859	menu	original/menu.c	mmDrawMod
0x1400D0F90	0xD0F90	3459	menu	original/menu.c	mmDrawsub
0x1400D1D20	0xD1D20	104	menu	original/menu.c	mmGetModVal
0x1400D1D90	0xD1D90	127	menu	original/menu.c	mmIncVar
0x1400D1E10	0xD1E10	33	menu	original/menu.c	mmNextCode
0x1400D1E40	0xD1E40	148	menu	original/menu.c	mmSetModVal
0x1400D1EE0	0xD1EE0	797	menu	original/menu.c	mmUpdateModSet
0x1400D2200	0xD2200	3	menu	original/menu.c	mmvInitScore
0x1400D2210	0xD2210	3	menu	original/menu.c	mmvRunScore
0x1400D2220	0xD2220	456	menu	original/menu.c	newDrawControllerIcon
0x1400D23F0	0xD23F0	449	menu	original/menu.c	newDrawControllerIconDepth
0x1400D25C0	0xD25C0	359	menu	original/menu.c	newMenu_DrawArrows
0x1400D2730	0xD2730	3	menu	original/menu.c	newMenu_DrawMessageBox
0x1400D2740	0xD2740	4470	menu	original/menu.c	newMenu_DrawP1CharacterSelect
0x1400D38C0	0xD38C0	6195	menu	original/menu.c	newMenu_DrawP2CharacterSelect
0x1400D5100	0xD5100	3285	menu	original/menu.c	newMenu_DrawTraining
0x1400D5DE0	0xD5DE0	2311	menu	original/menu.c	newMenu_DrawVSMode
0x1400D66F0	0xD66F0	438	menu	original/menu.c	newMenu_GetVSExtraPlayer
0x1400D68B0	0xD68B0	953	menu	original/menu.c	newMenu_P1CharacterSelect
0x1400D6C70	0xD6C70	1729	menu	original/menu.c	newMenu_P2CharacterSelect
0x1400D7340	0xD7340	1040	menu	original/menu.c	newMenu_PlayerSelect
0x1400D7750	0xD7750	52	menu	original/menu.c	newMenu_SelectPlayers
0x1400D7790	0xD7790	1024	menu	original/menu.c	newMenu_Training
0x1400D7B90	0xD7B90	1051	menu	original/menu.c	newMenu_VSMode
0x1400D7FB0	0xD7FB0	569	menu	original/menu.c	redlineFunc
0x1400D81F0	0xD81F0	4991	menu	original/menu.c	runControlsMenu
0x1400D9570	0xD9570	3	menu	original/menu.c	runInitialMemcard
0x1400D9580	0xD9580	3	menu	original/menu.c	runSaveMenu
0x1400D9590	0xD9590	45	menu	original/menu.c	scoreloadart
0x1400D95C0	0xD95C0	244	menu	original/menu.c	testcombo
0x1400D96C0	0xD96C0	3	menu	original/menu.c	turnOffBackground
0x1400D96D0	0xD96D0	209	menu	original/menu.c	updatePlayerSelectIndex
0x1400D97B0	0xD97B0	95	model	original/model.c	EndsWith
0x1400D9810	0xD9810	23	model	original/model.c	addTexTrack
0x1400D9830	0xD9830	584	model	original/model.c	console_NodeCommand
0x1400D9A80	0xD9A80	404	model	original/model.c	levTexParseFarce
0x1400D9C20	0xD9C20	88	model	original/model.c	model_GetModel
0x1400D9C80	0xD9C80	107	model	original/model.c	model_GetNodes
0x1400D9CF0	0xD9CF0	158	model	original/model.c	model_InitModels
0x1400D9D90	0xD9D90	705	model	original/model.c	model_MakeNode
0x1400DA060	0xDA060	158	model	original/model.c	model_RegisterModel
0x1400DA100	0xDA100	450	model	original/model.c	model_gInitModelRoot
0x1400DA2D0	0xDA2D0	83	model	original/model.c	pack_checkPage
0x1400DA330	0xDA330	496	model	original/model.c	pack_getVRAM
0x1400DA520	0xDA520	34	model	original/model.c	pack_page
0x1400DA550	0xDA550	12	model	original/model.c	resetTexTrack
0x1400DA560	0xDA560	74	model	original/model.c	resetTexturePacker
0x1400DA5B0	0xDA5B0	32	objroot	original/objroot.c	obj_gCheckObjectFlag
0x1400DA5D0	0xDA5D0	69	objroot	original/objroot.c	obj_gClearObject
0x1400DA620	0xDA620	19	objroot	original/objroot.c	obj_gClrObjectFlag
0x1400DA640	0xDA640	76	objroot	original/objroot.c	obj_gSetChildObject
0x1400DA690	0xDA690	26	objroot	original/objroot.c	obj_gSetObjectFlag
0x1400DA6B0	0xDA6B0	3	overlay	original/overlay.c	ovrlay_CheckForce
0x1400DA6C0	0xDA6C0	3	overlay	original/overlay.c	ovrlay_DoAlphaScreen
0x1400DA6D0	0xDA6D0	3	overlay	original/overlay.c	ovrlay_DoWork
0x1400DA6E0	0xDA6E0	3	overlay	original/overlay.c	ovrlay_InitOverLay
0x1400DA6F0	0xDA6F0	3	overlay	original/overlay.c	ovrlay_SetForceBar
0x1400DA700	0xDA700	3	overlay	original/overlay.c	ovrlay_SetForceGem
0x1400DA710	0xDA710	3	overlay	original/overlay.c	ovrlay_SetLifeBar
0x1400DA720	0xDA720	3	overlay	original/overlay.c	ovrlay_SetStunBar
0x1400DA730	0xDA730	3	overlay	original/overlay.c	ovrlay_gSetBarColor
0x1400DA740	0xDA740	3	overlay	original/overlay.c	ovrlay_gToggleOverlay
0x1400DA750	0xDA750	117	physics	original/physics.c	BigBlowMe
0x1400DA7D0	0xDA7D0	165	physics	original/physics.c	BlowUp
0x1400DA880	0xDA880	450	physics	original/physics.c	BuildNodeVertexList
0x1400DAA50	0xDAA50	517	physics	original/physics.c	BuildSolids
0x1400DAC60	0xDAC60	4212	physics	original/physics.c	CalcMovement
0x1400DBCE0	0xDBCE0	635	physics	original/physics.c	CalcNewBox
0x1400DBF60	0xDBF60	182	physics	original/physics.c	CalcRelativePosFromWorld
0x1400DC020	0xDC020	287	physics	original/physics.c	CalcSolidRelativePos
0x1400DC140	0xDC140	174	physics	original/physics.c	CalcWorldPosFromRelative
0x1400DC1F0	0xDC1F0	216	physics	original/physics.c	CalcWorldRelativePos
0x1400DC2D0	0xDC2D0	791	physics	original/physics.c	CharBlocking
0x1400DC5F0	0xDC5F0	4566	physics	original/physics.c	CheckCubeBlocking
0x1400DD7D0	0xDD7D0	85	physics	original/physics.c	DebugPlayer
0x1400DD830	0xDD830	428	physics	original/physics.c	FindBestMachineGunTarget
0x1400DD9E0	0xDD9E0	450	physics	original/physics.c	LaunchMapAnimEffects
0x1400DDBB0	0xDDBB0	2713	physics	original/physics.c	MovePlayer
0x1400DE650	0xDE650	953	physics	original/physics.c	ProcessPhysicsObjects
0x1400DEA10	0xDEA10	148	physics	original/physics.c	UpdatePublicVars
0x1400DEAB0	0xDEAB0	245	physics	original/physics.c	UpdateSceneObject
0x1400DEBB0	0xDEBB0	1252	physics	original/physics.c	WorldBlocking
0x1400DF0A0	0xDF0A0	342	physics	original/physics.c	buildfrustrum
0x1400DF200	0xDF200	354	physics	original/physics.c	buildplane
0x1400DF370	0xDF370	327	physics	original/physics.c	checkdriving
0x1400DF4C0	0xDF4C0	140	physics	original/physics.c	console_HideMeshCommand
0x1400DF550	0xDF550	140	physics	original/physics.c	console_ShowMeshCommand
0x1400DF5E0	0xDF5E0	132	physics	original/physics.c	dumpmatrix
0x1400DF670	0xDF670	1168	physics	original/physics.c	generalCollide
0x1400DFB00	0xDFB00	3314	physics	original/physics.c	newclosestPoly
0x1400E0800	0xE0800	146	physics	original/physics.c	physics_FindNearestEnemy
0x1400E08A0	0xE08A0	243	physics	original/physics.c	physics_FindWithinRange
0x1400E09A0	0xE09A0	116	physics	original/physics.c	physics_ForceFaceLock
0x1400E0A20	0xE0A20	15	physics	original/physics.c	physics_GetPoly
0x1400E0A30	0xE0A30	169	physics	original/physics.c	physics_InitPhysics
0x1400E0AE0	0xE0AE0	3	physics	original/physics.c	physics_MapAnimCallBack
0x1400E0AF0	0xE0AF0	1574	physics	original/physics.c	physics_ResetJedi
0x1400E1120	0xE1120	486	physics	original/physics.c	physics_gCalcTargetPos
0x1400E1310	0xE1310	135	physics	original/physics.c	physics_gCheckGround
0x1400E13A0	0xE13A0	23	physics	original/physics.c	physics_gClrConstantVector
0x1400E13C0	0xE13C0	263	physics	original/physics.c	physics_gCreateObject
0x1400E14D0	0xE14D0	96	physics	original/physics.c	physics_gFaceTarget
0x1400E1530	0xE1530	122	physics	original/physics.c	physics_gForceFaceTarget
0x1400E15B0	0xE15B0	14	physics	original/physics.c	physics_gGetConstantVector
0x1400E15C0	0xE15C0	132	physics	original/physics.c	physics_gGetFaceTargetDelta
0x1400E1650	0xE1650	17	physics	original/physics.c	physics_gGetFacing
0x1400E1670	0xE1670	197	physics	original/physics.c	physics_gGetNearestTarget
0x1400E1740	0xE1740	204	physics	original/physics.c	physics_gGetNewObject
0x1400E1810	0xE1810	22	physics	original/physics.c	physics_gGetPosition
0x1400E1830	0xE1830	113	physics	original/physics.c	physics_gGetRange
0x1400E18B0	0xE18B0	230	physics	original/physics.c	physics_gInitObjects
0x1400E19A0	0xE19A0	99	physics	original/physics.c	physics_gModFacing
0x1400E1A10	0xE1A10	164	physics	original/physics.c	physics_gSetCharge
0x1400E1AC0	0xE1AC0	32	physics	original/physics.c	physics_gSetConstantVector
0x1400E1AE0	0xE1AE0	40	physics	original/physics.c	physics_gSetFacing
0x1400E1B10	0xE1B10	76	physics	original/physics.c	physics_gSetPosition
0x1400E1B60	0xE1B60	215	physics	original/physics.c	physics_gSetRecoil
0x1400E1C40	0xE1C40	197	physics	original/physics.c	physics_gSnapShotPosition
0x1400E1D10	0xE1D10	43	physics	original/physics.c	physics_gSwapVel
0x1400E1D40	0xE1D40	157	physics	original/physics.c	physics_gTurnToAttack
0x1400E1DE0	0xE1DE0	304	physics	original/physics.c	physics_gTurnToFace
0x1400E1F10	0xE1F10	410	physics	original/physics.c	planecheck
0x1400E20B0	0xE20B0	512	physics	original/physics.c	polycollidecheck
0x1400E22B0	0xE22B0	4699	physics	original/physics.c	sphereAndPoly
0x1400E3510	0xE3510	313	CSteamAchievements	original/platform/steam/CSteamAchievements.cpp	std::basic_string<char,std::char_traits<char>,std::allocator<char> >::basic_string<char,std::char_traits<char>,std::allocator<char> ><char *,0>
0x1400E3650	0xE3650	100	CSteamAchievements	original/platform/steam/CSteamAchievements.cpp	std::operator<<char,std::char_traits<char>,std::allocator<char> >
0x1400E36C0	0xE36C0	191	CSteamAchievements	original/platform/steam/CSteamAchievements.cpp	std::_Tree_val<std::_Tree_simple_types<std::pair<std::basic_string<char,std::char_traits<char>,std::allocator<char> > const ,bool> > >::_Erase_tree<std::allocator<std::_Tree_node<std::pair<std::basic_string<char,std::char_traits<char>,std::allocator<char> > const ,bool>,void *> > >
0x1400E3780	0xE3780	197	CSteamAchievements	original/platform/steam/CSteamAchievements.cpp	std::_Integral_to_string<char,int>
0x1400E3850	0xE3850	433	CSteamAchievements	original/platform/steam/CSteamAchievements.cpp	std::map<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,bool,std::less<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >,std::allocator<std::pair<std::basic_string<char,std::char_traits<char>,std::allocator<char> > const ,bool> > >::_Try_emplace<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >
0x1402701C0	0x2701C0	12	CSteamAchievements	original/platform/steam/CSteamAchievements.cpp	`std::map<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,bool,std::less<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >,std::allocator<std::pair<std::basic_string<char,std::char_traits<char>,std::allocator<char> > const ,bool> > >::_Try_emplace<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >'::`1'::dtor$2
0x1400E3A10	0xE3A10	64	CSteamAchievements	original/platform/steam/CSteamAchievements.cpp	std::_UIntegral_to_buff<char,unsigned int>
0x1400E3A50	0xE3A50	711	CSteamAchievements	original/platform/steam/CSteamAchievements.cpp	CSteamAchievements::CSteamAchievements
0x1402701D0	0x2701D0	16	CSteamAchievements	original/platform/steam/CSteamAchievements.cpp	`CSteamAchievements::CSteamAchievements'::`1'::dtor$0
0x1402701E0	0x2701E0	16	CSteamAchievements	original/platform/steam/CSteamAchievements.cpp	`CSteamAchievements::CSteamAchievements'::`1'::dtor$1
0x1402701F0	0x2701F0	16	CSteamAchievements	original/platform/steam/CSteamAchievements.cpp	`CSteamAchievements::CSteamAchievements'::`1'::dtor$2
0x140270200	0x270200	16	CSteamAchievements	original/platform/steam/CSteamAchievements.cpp	`CSteamAchievements::CSteamAchievements'::`1'::dtor$3
0x140270210	0x270210	12	CSteamAchievements	original/platform/steam/CSteamAchievements.cpp	`CSteamAchievements::CSteamAchievements'::`1'::dtor$4
0x1400E3D20	0xE3D20	24	CSteamAchievements	original/platform/steam/CSteamAchievements.cpp	CCallback<CSteamAchievements,UserAchievementStored_t,0>::~CCallback<CSteamAchievements,UserAchievementStored_t,0>
0x1400E3D40	0xE3D40	24	CSteamAchievements	original/platform/steam/CSteamAchievements.cpp	CCallback<CSteamAchievements,UserStatsReceived_t,0>::~CCallback<CSteamAchievements,UserStatsReceived_t,0>
0x1400E3D60	0xE3D60	24	CSteamAchievements	original/platform/steam/CSteamAchievements.cpp	CCallback<CSteamAchievements,UserStatsStored_t,0>::~CCallback<CSteamAchievements,UserStatsStored_t,0>
0x1400E3D80	0xE3D80	24	CSteamAchievements	original/platform/steam/CSteamAchievements.cpp	CCallbackImpl<16>::~CCallbackImpl<16>
0x1400E3DA0	0xE3DA0	24	CSteamAchievements	original/platform/steam/CSteamAchievements.cpp	CCallbackImpl<24>::~CCallbackImpl<24>
0x1400E3DC0	0xE3DC0	24	CSteamAchievements	original/platform/steam/CSteamAchievements.cpp	CCallbackImpl<152>::~CCallbackImpl<152>
0x1400E3DE0	0xE3DE0	20	CSteamAchievements	original/platform/steam/CSteamAchievements.cpp	std::_Alloc_construct_ptr<std::allocator<std::_Tree_node<std::pair<std::basic_string<char,std::char_traits<char>,std::allocator<char> > const ,bool>,void *> > >::~_Alloc_construct_ptr<std::allocator<std::_Tree_node<std::pair<std::basic_string<char,std::char_traits<char>,std::allocator<char> > const ,bool>,void *> > >
0x1400E3E00	0xE3E00	42	CSteamAchievements	original/platform/steam/CSteamAchievements.cpp	std::map<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,bool,std::less<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >,std::allocator<std::pair<std::basic_string<char,std::char_traits<char>,std::allocator<char> > const ,bool> > >::~map<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,bool,std::less<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >,std::allocator<std::pair<std::basic_string<char,std::char_traits<char>,std::allocator<char> > const ,bool> > >
0x1400E3E30	0xE3E30	112	CSteamAchievements	original/platform/steam/CSteamAchievements.cpp	std::less<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >::operator()
0x1400E3EA0	0xE3EA0	70	CSteamAchievements	original/platform/steam/CSteamAchievements.cpp	CCallback<CSteamAchievements,UserAchievementStored_t,0>::`scalar deleting destructor'
0x1400E3EF0	0xE3EF0	70	CSteamAchievements	original/platform/steam/CSteamAchievements.cpp	CCallback<CSteamAchievements,UserStatsReceived_t,0>::`scalar deleting destructor'
0x1400E3F40	0xE3F40	70	CSteamAchievements	original/platform/steam/CSteamAchievements.cpp	CCallback<CSteamAchievements,UserStatsStored_t,0>::`scalar deleting destructor'
0x1400E3F90	0xE3F90	70	CSteamAchievements	original/platform/steam/CSteamAchievements.cpp	CCallbackImpl<16>::`scalar deleting destructor'
0x1400E3FE0	0xE3FE0	70	CSteamAchievements	original/platform/steam/CSteamAchievements.cpp	CCallbackImpl<24>::`scalar deleting destructor'
0x1400E4030	0xE4030	70	CSteamAchievements	original/platform/steam/CSteamAchievements.cpp	CCallbackImpl<152>::`scalar deleting destructor'
0x1400E4080	0xE4080	23	CSteamAchievements	original/platform/steam/CSteamAchievements.cpp	CSteamAchievements::GetAchievmentStatus
0x1400E40A0	0xE40A0	6	CSteamAchievements	original/platform/steam/CSteamAchievements.cpp	CCallbackImpl<16>::GetCallbackSizeBytes
0x1400E40B0	0xE40B0	6	CSteamAchievements	original/platform/steam/CSteamAchievements.cpp	CCallbackImpl<24>::GetCallbackSizeBytes
0x1400E40C0	0xE40C0	6	CSteamAchievements	original/platform/steam/CSteamAchievements.cpp	CCallbackImpl<152>::GetCallbackSizeBytes
0x1400E40D0	0xE40D0	195	CSteamAchievements	original/platform/steam/CSteamAchievements.cpp	CSteamAchievements::IsReadyToUnlockPlatinum
0x1400E41A0	0xE41A0	12	CSteamAchievements	original/platform/steam/CSteamAchievements.cpp	CSteamAchievements::OnAchievementStored
0x1400E41B0	0xE41B0	641	CSteamAchievements	original/platform/steam/CSteamAchievements.cpp	CSteamAchievements::OnUserStatsReceived
0x1400E4440	0xE4440	122	CSteamAchievements	original/platform/steam/CSteamAchievements.cpp	CSteamAchievements::OnUserStatsStored
0x1400E44C0	0xE44C0	113	CSteamAchievements	original/platform/steam/CSteamAchievements.cpp	CSteamAchievements::RequestStats
0x1400E4540	0xE4540	11	CSteamAchievements	original/platform/steam/CSteamAchievements.cpp	CCallback<CSteamAchievements,UserAchievementStored_t,0>::Run
0x1400E4550	0xE4550	11	CSteamAchievements	original/platform/steam/CSteamAchievements.cpp	CCallback<CSteamAchievements,UserStatsReceived_t,0>::Run
0x1400E4560	0xE4560	11	CSteamAchievements	original/platform/steam/CSteamAchievements.cpp	CCallback<CSteamAchievements,UserStatsStored_t,0>::Run
0x1400E4570	0xE4570	7	CSteamAchievements	original/platform/steam/CSteamAchievements.cpp	CCallbackImpl<16>::Run
0x1400E4580	0xE4580	7	CSteamAchievements	original/platform/steam/CSteamAchievements.cpp	CCallbackImpl<24>::Run
0x1400E4590	0xE4590	7	CSteamAchievements	original/platform/steam/CSteamAchievements.cpp	CCallbackImpl<152>::Run
0x1400E45A0	0xE45A0	449	CSteamAchievements	original/platform/steam/CSteamAchievements.cpp	CSteamAchievements::SetAchievement
0x140270220	0x270220	12	CSteamAchievements	original/platform/steam/CSteamAchievements.cpp	`CSteamAchievements::SetAchievement'::`1'::dtor$0
0x1400E4770	0xE4770	39	CSteamAchievements	original/platform/steam/CSteamAchievements.cpp	SteamInternal_Init_SteamUser
0x1400E47A0	0xE47A0	39	CSteamAchievements	original/platform/steam/CSteamAchievements.cpp	SteamInternal_Init_SteamUserStats
0x1400E47D0	0xE47D0	603	CSteamAchievements	original/platform/steam/CSteamAchievements.cpp	std::_Tree_val<std::_Tree_simple_types<std::pair<std::basic_string<char,std::char_traits<char>,std::allocator<char> > const ,bool> > >::_Insert_node
0x1400E4A30	0xE4A30	91	CSteamAchievements	original/platform/steam/CSteamAchievements.cpp	_snprintf
0x1400E4A90	0xE4A90	66	CSteamGameManager	original/platform/steam/CSteamGameManager.cpp	CSteamGameManager::CSteamGameManager
0x1400E4AE0	0xE4AE0	24	CSteamGameManager	original/platform/steam/CSteamGameManager.cpp	CCallbackImpl<8>::~CCallbackImpl<8>
0x1400E4B00	0xE4B00	70	CSteamGameManager	original/platform/steam/CSteamGameManager.cpp	CCallback<CSteamGameManager,GameOverlayActivated_t,0>::`scalar deleting destructor'
0x1400E4B50	0xE4B50	70	CSteamGameManager	original/platform/steam/CSteamGameManager.cpp	CCallbackImpl<8>::`scalar deleting destructor'
0x1400E4BA0	0xE4BA0	6	CSteamGameManager	original/platform/steam/CSteamGameManager.cpp	CCallbackImpl<8>::GetCallbackSizeBytes
0x1400E4BB0	0xE4BB0	10	CSteamGameManager	original/platform/steam/CSteamGameManager.cpp	CSteamGameManager::OnGameOverlayActivated
0x1400E4BC0	0xE4BC0	11	CSteamGameManager	original/platform/steam/CSteamGameManager.cpp	CCallback<CSteamGameManager,GameOverlayActivated_t,0>::Run
0x1400E4BD0	0xE4BD0	7	CSteamGameManager	original/platform/steam/CSteamGameManager.cpp	CCallbackImpl<8>::Run
0x1400E4BE0	0xE4BE0	681	CSteamRichPresence	original/platform/steam/CSteamRichPresence.cpp	std::operator<<<std::char_traits<char> >
0x140270240	0x270240	12	CSteamRichPresence	original/platform/steam/CSteamRichPresence.cpp	`std::operator<<<std::char_traits<char> >'::`1'::dtor$3
0x140270230	0x270230	12	CSteamRichPresence	original/platform/steam/CSteamRichPresence.cpp	`std::operator<<<std::char_traits<char> >'::`1'::dtor$0
0x140270250	0x270250	92	CSteamRichPresence	original/platform/steam/CSteamRichPresence.cpp	`std::operator<<<std::char_traits<char> >'::`1'::catch$4
0x1400E4E90	0xE4E90	8	CSteamRichPresence	original/platform/steam/CSteamRichPresence.cpp	std::_Immortalize_memcpy_image<std::_Iostream_error_category2>
0x1400E4EA0	0xE4EA0	394	CSteamRichPresence	original/platform/steam/CSteamRichPresence.cpp	std::basic_string<char,std::char_traits<char>,std::allocator<char> >::_Reallocate_grow_by<<lambda_65e615be2a453ca0576c979606f46740>,char const *,unsigned __int64>
0x1400E5030	0xE5030	149	CSteamRichPresence	original/platform/steam/CSteamRichPresence.cpp	std::endl<char,std::char_traits<char> >
0x1402702B0	0x2702B0	12	CSteamRichPresence	original/platform/steam/CSteamRichPresence.cpp	`std::endl<char,std::char_traits<char> >'::`1'::dtor$0
0x1400E50D0	0xE50D0	270	CSteamRichPresence	original/platform/steam/CSteamRichPresence.cpp	std::use_facet<std::ctype<char> >
0x1402702C0	0x2702C0	12	CSteamRichPresence	original/platform/steam/CSteamRichPresence.cpp	`std::use_facet<std::ctype<char> >'::`1'::dtor$0
0x1402702D0	0x2702D0	12	CSteamRichPresence	original/platform/steam/CSteamRichPresence.cpp	`std::use_facet<std::ctype<char> >'::`1'::dtor$1
0x1400E51E0	0xE51E0	112	CSteamRichPresence	original/platform/steam/CSteamRichPresence.cpp	CSteamRichPresence::CSteamRichPresence
0x1400E5250	0xE5250	742	CSteamRichPresence	original/platform/steam/CSteamRichPresence.cpp	std::_System_error::_System_error
0x1402702E0	0x2702E0	12	CSteamRichPresence	original/platform/steam/CSteamRichPresence.cpp	`std::_System_error::_System_error'::`1'::dtor$5
0x1402702F0	0x2702F0	12	CSteamRichPresence	original/platform/steam/CSteamRichPresence.cpp	`std::_System_error::_System_error'::`1'::dtor$6
0x1400E5540	0xE5540	77	CSteamRichPresence	original/platform/steam/CSteamRichPresence.cpp	std::_System_error::_System_error
0x1400E5590	0xE5590	60	CSteamRichPresence	original/platform/steam/CSteamRichPresence.cpp	std::bad_cast::bad_cast
0x1400E55D0	0xE55D0	33	CSteamRichPresence	original/platform/steam/CSteamRichPresence.cpp	std::bad_cast::bad_cast
0x1400E5600	0xE5600	87	CSteamRichPresence	original/platform/steam/CSteamRichPresence.cpp	std::ios_base::failure::failure
0x1400E5660	0xE5660	210	CSteamRichPresence	original/platform/steam/CSteamRichPresence.cpp	std::ios_base::failure::failure
0x140270300	0x270300	12	CSteamRichPresence	original/platform/steam/CSteamRichPresence.cpp	`std::ios_base::failure::failure'::`1'::dtor$1
0x1400E5740	0xE5740	122	CSteamRichPresence	original/platform/steam/CSteamRichPresence.cpp	std::basic_ostream<char,std::char_traits<char> >::sentry::sentry
0x140270310	0x270310	12	CSteamRichPresence	original/platform/steam/CSteamRichPresence.cpp	`std::basic_ostream<char,std::char_traits<char> >::sentry::sentry'::`1'::dtor$0
0x1400E57C0	0xE57C0	87	CSteamRichPresence	original/platform/steam/CSteamRichPresence.cpp	std::system_error::system_error
